"MISSION","SETNO","SDATE","DMIN","DMAX","SURFACE_TEMPERATURE","BOTTOM_TEMPERATURE","LATITUDE","LONGITUDE","YEAR","XTYPE","XTYPEDESC","SPEC","TOTWGT","TOTNO","COMM"
"NED2012022",204,"2012-08-01 14:27:00",107,114,18.55,7.98,44.349,-57.7311666666667,2012,1,"Stratified random survey set",10,9,5,"COD(ATLANTIC)"
"VEN2018002",65,"2018-03-27 02:47:00",68,85,NA,10.5,41.9805,-65.9153333333333,2018,1,"Stratified random survey set",10,3.61,2,"COD(ATLANTIC)"
"NED2012002",141,"2012-03-16 04:10:00",86,90,2.1,7.74,43.3998333333333,-64.4141666666667,2012,1,"Stratified random survey set",10,1.66,3,"COD(ATLANTIC)"
"NED2016116",13,"2016-08-12 05:20:00",22,24,NA,NA,44.9688333333333,-57.619,2016,5,"Comparative fishing experiment",10,2.394,7,"COD(ATLANTIC)"
"NED2013028",149,"2013-08-15 08:39:00",24,26,NA,NA,44.0275,-59.7756666666667,2013,5,"Comparative fishing experiment",10,0.02,5,"COD(ATLANTIC)"
"NED2017020",96,"2017-07-14 12:03:00",45,47,15.98,7.22,41.9735,-66.2046666666667,2017,1,"Stratified random survey set",10,293.43,156,"COD(ATLANTIC)"
"NED2013028",90,"2013-08-11 07:22:00",157,159,NA,NA,42.4683333333333,-66.6411666666667,2013,5,"Comparative fishing experiment",10,2.998,1,"COD(ATLANTIC)"
"NED2014101",18,"2014-03-12 09:46:00",60,61,NA,NA,42.6281666666667,-66.3181666666667,2014,1,"Stratified random survey set",10,1.898,3,"COD(ATLANTIC)"
"NED2012022",174,"2012-07-29 02:50:00",86,89,18.91,4.94,46.9836666666667,-60.0455,2012,1,"Stratified random survey set",10,5.09,5,"COD(ATLANTIC)"
"NED2011002",110,"2011-03-14 08:00:00",37,41,NA,NA,42.0776666666667,-66.7335,2011,1,"Stratified random survey set",10,426.67,148,"COD(ATLANTIC)"
"NED2016016",108,"2016-07-21 22:57:00",39,41,15.9,3.1,44.4686666666667,-60.2608333333333,2016,1,"Stratified random survey set",10,0.001,1,"COD(ATLANTIC)"
"NED2012002",86,"2012-03-04 11:48:00",60,62,NA,NA,42.5778333333333,-64.9678333333333,2012,5,"Comparative fishing experiment",10,1.51,3,"COD(ATLANTIC)"
"TEL2016003",11,"2016-03-15 21:19:00",50,51,NA,NA,43.2485,-64.004,2016,1,"Stratified random survey set",10,0.671,1,"COD(ATLANTIC)"
"NED2010001",11,"2010-02-27 22:14:00",109,111,NA,NA,42.2195,-67.1838333333333,2010,1,"Stratified random survey set",10,27.45,8,"COD(ATLANTIC)"
"NED2010027",25,"2010-07-09 14:35:00",79,86,17.2,4.38,42.9431666666667,-65.7583333333333,2010,1,"Stratified random survey set",10,23.05,10,"COD(ATLANTIC)"
"NED2012022",66,"2012-07-12 16:26:00",62,75,16.19,9.34,43.6816666666667,-66.744,2012,1,"Stratified random survey set",10,0.266,1,"COD(ATLANTIC)"
"NED2011025",280,"2011-08-08 03:49:00",54,55,17,8.86,43.3155,-62.7906666666667,2011,1,"Stratified random survey set",10,0.71,39,"COD(ATLANTIC)"
"NED2011025",199,"2011-07-30 16:17:00",89,95,15.29,5.28,46.8798333333333,-59.9803333333333,2011,1,"Stratified random survey set",10,75.04,73,"COD(ATLANTIC)"
"NED2015002",25,"2015-03-21 08:32:00",54,55,3,6.2,42.0268333333333,-66.002,2015,1,"Stratified random survey set",10,9.84,8,"COD(ATLANTIC)"
"NED2010027",124,"2010-07-23 10:26:00",87,93,14.79,4.13,46.1718333333333,-58.8591666666667,2010,1,"Stratified random survey set",10,234.5,261,"COD(ATLANTIC)"
"NED2011002",42,"2011-02-28 13:32:00",48,49,NA,NA,41.5103333333333,-66.2806666666667,2011,1,"Stratified random survey set",10,24.25,10,"COD(ATLANTIC)"
"NED2010027",179,"2010-07-30 15:20:00",30,39,17.13,3.14,44.3921666666667,-60.2716666666667,2010,1,"Stratified random survey set",10,0.214,3,"COD(ATLANTIC)"
"NED2014002",17,"2014-02-23 00:06:00",34,41,5.82,5.84,41.9086666666667,-66.8641666666667,2014,1,"Stratified random survey set",10,7.43,4,"COD(ATLANTIC)"
"NED2015017",78,"2015-07-11 00:32:00",73,73,10.65,7.36,44.7276666666667,-66.2506666666667,2015,1,"Stratified random survey set",10,1.375,2,"COD(ATLANTIC)"
"NED2016016",32,"2016-07-07 08:24:00",56,56,13.7,8.5,41.8868333333333,-65.9291666666667,2016,1,"Stratified random survey set",10,12.47,3,"COD(ATLANTIC)"
"NED2012002",87,"2012-03-04 12:51:00",60,62,NA,NA,42.6375,-64.8935,2012,5,"Comparative fishing experiment",10,1.5,3,"COD(ATLANTIC)"
"NED2010002",8,"2010-03-12 08:46:00",56,62,1.74,3.06,44.2396666666667,-60.0531666666667,2010,1,"Stratified random survey set",10,0.1,1,"COD(ATLANTIC)"
"NED2011002",43,"2011-02-28 15:11:00",49,50,NA,NA,41.5201666666667,-66.3848333333333,2011,1,"Stratified random survey set",10,0.798,1,"COD(ATLANTIC)"
"NED2015017",28,"2015-07-02 19:51:00",60,61,11.65,5.57,43.3815,-63.9266666666667,2015,1,"Stratified random survey set",10,2.13,1,"COD(ATLANTIC)"
"NED2011025",52,"2011-07-11 05:46:00",68,73,12.53,7.77,44.6061666666667,-66.3455,2011,1,"Stratified random survey set",10,28.94,20,"COD(ATLANTIC)"
"TEL2016003",12,"2016-03-15 23:26:00",49,52,NA,NA,43.1578333333333,-63.9931666666667,2016,1,"Stratified random survey set",10,0.407,1,"COD(ATLANTIC)"
"NED2013028",33,"2013-08-07 00:28:00",92,94,NA,NA,44.0895,-63.4075,2013,5,"Comparative fishing experiment",10,0.266,2,"COD(ATLANTIC)"
"TEL2016002",47,"2016-02-28 21:48:00",54,65,NA,NA,42.0005,-67.7988333333333,2016,1,"Stratified random survey set",10,1.44,2,"COD(ATLANTIC)"
"NED2012022",175,"2012-07-29 05:43:00",68,72,18.79,4.28,47.0331666666667,-60.3411666666667,2012,1,"Stratified random survey set",10,0.402,11,"COD(ATLANTIC)"
"NED2010001",12,"2010-02-28 00:55:00",93,98,NA,NA,42.1425,-67.5628333333333,2010,1,"Stratified random survey set",10,1.29,1,"COD(ATLANTIC)"
"NED2012022",69,"2012-07-13 01:05:00",34,39,12.66,11.36,44.0058333333333,-66.4195,2012,1,"Stratified random survey set",10,0.148,1,"COD(ATLANTIC)"
"NED2016016",109,"2016-07-22 01:07:00",17,19,15.8,4.3,44.563,-60.504,2016,1,"Stratified random survey set",10,0.001,1,"COD(ATLANTIC)"
"NED2010027",180,"2010-07-30 17:47:00",26,27,18.73,3.83,44.6296666666667,-60.4378333333333,2010,1,"Stratified random survey set",10,1.38,6,"COD(ATLANTIC)"
"NED2011025",263,"2011-08-06 04:56:00",65,67,17.2,9.59,43.6866666666667,-59.6,2011,1,"Stratified random survey set",10,0.752,1,"COD(ATLANTIC)"
"NED2017020",144,"2017-07-21 15:24:00",55,60,18.35,2.19,45.0118333333333,-59.5168333333333,2017,1,"Stratified random survey set",10,0.363,1,"COD(ATLANTIC)"
"NED2014101",20,"2014-03-13 23:31:00",29,29,NA,NA,45.3905,-65.1928333333333,2014,1,"Stratified random survey set",10,7.96,3,"COD(ATLANTIC)"
"NED2010027",125,"2010-07-23 12:23:00",91,92,15.1,4.93,46.0423333333333,-58.7268333333333,2010,1,"Stratified random survey set",10,35.42,45,"COD(ATLANTIC)"
"NED2013028",151,"2013-08-15 10:28:00",19,20,NA,NA,44.0755,-59.7086666666667,2013,5,"Comparative fishing experiment",10,0.002,1,"COD(ATLANTIC)"
"NED2012002",88,"2012-03-04 15:16:00",60,62,NA,NA,42.5866666666667,-64.9411666666667,2012,8,"Exploratory fishing",10,1.87,2,"COD(ATLANTIC)"
"TEL2016003",13,"2016-03-16 00:36:00",51,53,NA,NA,43.0755,-63.9868333333333,2016,1,"Stratified random survey set",10,1.12,1,"COD(ATLANTIC)"
"NED2013022",224,"2013-07-30 06:01:00",71,78,17.88,3.18,46.1813333333333,-58.9515,2013,1,"Stratified random survey set",10,25.84,59,"COD(ATLANTIC)"
"TEL2016003",66,"2016-03-23 06:15:00",59,60,NA,NA,44.82,-66.1265,2016,1,"Stratified random survey set",10,0.948,2,"COD(ATLANTIC)"
"NED2014102",11,"2014-03-09 18:57:00",78,79,NA,NA,42.8821666666667,-63.7761666666667,2014,5,"Comparative fishing experiment",10,1.068,1,"COD(ATLANTIC)"
"NED2012002",24,"2012-02-16 08:13:00",37,38,7.28,7.29,40.8125,-67.9661666666667,2012,1,"Stratified random survey set",10,0.534,1,"COD(ATLANTIC)"
"NED2016016",110,"2016-07-22 04:58:00",41,46,15.9,2.5,45.072,-60.2718333333333,2016,1,"Stratified random survey set",10,0.18,2,"COD(ATLANTIC)"
"NED2013022",119,"2013-07-17 05:14:00",46,47,18.04,6.24,43.2798333333333,-61.6815,2013,1,"Stratified random survey set",10,0.001,1,"COD(ATLANTIC)"
"NED2014018",10,"2014-07-12 21:32:00",58,60,11.11,6.49,43.278,-64.7248333333333,2014,1,"Stratified random survey set",10,0.968,3,"COD(ATLANTIC)"
"NED2010027",181,"2010-07-30 20:29:00",37,39,18.41,2.94,44.5956666666667,-60.8478333333333,2010,1,"Stratified random survey set",10,3.48,11,"COD(ATLANTIC)"
"NED2011002",16,"2011-02-23 16:25:00",34,38,NA,NA,41.933,-66.7666666666667,2011,1,"Stratified random survey set",10,28.05,13,"COD(ATLANTIC)"
"NED2010027",126,"2010-07-23 14:08:00",144,151,14.11,5.63,46.0355,-58.5353333333333,2010,1,"Stratified random survey set",10,0.368,1,"COD(ATLANTIC)"
"NED2016016",18,"2016-07-05 12:52:00",45,46,13.2,5.7,43.3435,-64.8455,2016,1,"Stratified random survey set",10,0.812,2,"COD(ATLANTIC)"
"NED2016016",234,"2016-08-08 12:00:00",27,30,20.2,6,43.856,-61.5558333333333,2016,1,"Stratified random survey set",10,1.17,3,"COD(ATLANTIC)"
"NED2010027",65,"2010-07-15 00:34:00",98,102,17.58,9.06,43.185,-67.4371666666667,2010,1,"Stratified random survey set",10,3.37,1,"COD(ATLANTIC)"
"NED2015017",79,"2015-07-11 02:53:00",59,60,11.76,7.61,44.8898333333333,-66.2073333333333,2015,1,"Stratified random survey set",10,2.256,3,"COD(ATLANTIC)"
"NED2012002",42,"2012-02-17 21:18:00",31,33,NA,NA,41.7455,-67.0846666666667,2012,1,"Stratified random survey set",10,2.72,2,"COD(ATLANTIC)"
"NED2017020",33,"2017-07-08 02:12:00",79,82,13.79,7.83,43.7806666666667,-66.9573333333333,2017,1,"Stratified random survey set",10,8.98,4,"COD(ATLANTIC)"
"NED2016016",158,"2016-07-27 22:06:00",27,30,19.4,3.5,44.6051666666667,-58.0275,2016,1,"Stratified random survey set",10,0.5,1,"COD(ATLANTIC)"
"NED2011025",53,"2011-07-11 07:35:00",65,70,9.9,7.8,44.5996666666667,-66.202,2011,1,"Stratified random survey set",10,7.99,6,"COD(ATLANTIC)"
"NED2012022",224,"2012-08-03 13:23:00",14,20,16.81,11.62,43.8876666666667,-60.373,2012,1,"Stratified random survey set",10,0.76,6,"COD(ATLANTIC)"
"NED2010027",27,"2010-07-09 19:21:00",46,50,15.72,3.85,42.822,-65.887,2010,1,"Stratified random survey set",10,2.102,4,"COD(ATLANTIC)"
"NED2011002",115,"2011-03-15 03:31:00",59,62,NA,NA,43.0813333333333,-65.328,2011,8,"Exploratory fishing",10,1.854,6,"COD(ATLANTIC)"
"NED2013028",93,"2013-08-11 11:43:00",55,62,NA,NA,42.6028333333333,-66.2621666666667,2013,5,"Comparative fishing experiment",10,0.676,1,"COD(ATLANTIC)"
"NED2016116",18,"2016-08-12 13:16:00",66,74,NA,NA,45.0301666666667,-57.9801666666667,2016,5,"Comparative fishing experiment",10,2.022,5,"COD(ATLANTIC)"
"NED2015017",30,"2015-07-03 00:37:00",49,50,12.06,1.98,43.0535,-64.1281666666667,2015,1,"Stratified random survey set",10,5.51,7,"COD(ATLANTIC)"
"NED2015017",189,"2015-08-12 07:58:00",40,43,15.59,1.52,45.3445,-58.5715,2015,1,"Stratified random survey set",10,1.068,1,"COD(ATLANTIC)"
"NED2013028",53,"2013-08-08 07:15:00",42,44,NA,NA,42.9813333333333,-64.7966666666667,2013,5,"Comparative fishing experiment",10,7.14,3,"COD(ATLANTIC)"
"NED2016016",111,"2016-07-22 07:09:00",71,77,15.1,2.6,45.2113333333333,-60.5096666666667,2016,1,"Stratified random survey set",10,0.123,1,"COD(ATLANTIC)"
"VEN2018002",6,"2018-03-22 13:18:00",44,48,NA,6.5,41.7306666666667,-66.3151666666667,2018,1,"Stratified random survey set",10,0.078,1,"COD(ATLANTIC)"
"NED2012022",70,"2012-07-13 04:03:00",97,100,12.26,8.23,44.237,-66.7221666666667,2012,1,"Stratified random survey set",10,81.62,93,"COD(ATLANTIC)"
"NED2010027",182,"2010-07-30 22:30:00",26,29,18.41,4.78,44.4856666666667,-60.6646666666667,2010,1,"Stratified random survey set",10,1.96,7,"COD(ATLANTIC)"
"NED2013022",59,"2013-07-09 00:18:00",83,84,NA,NA,44.2831666666667,-67.1331666666667,2013,1,"Stratified random survey set",10,0.436,1,"COD(ATLANTIC)"
"NED2010027",147,"2010-07-25 23:44:00",34,37,17.74,4.11,44.3038333333333,-58.6825,2010,1,"Stratified random survey set",10,1.068,5,"COD(ATLANTIC)"
"NED2010001",38,"2010-03-03 02:32:00",20,21,4.75,4.77,41.122,-67.7663333333333,2010,1,"Stratified random survey set",10,2.04,1,"COD(ATLANTIC)"
"NED2015002",28,"2015-03-21 13:31:00",46,49,NA,NA,41.7785,-66.1365,2015,1,"Stratified random survey set",10,28.22,11,"COD(ATLANTIC)"
"NED2014018",174,"2014-08-09 15:03:00",78,79,21.37,4.43,46.8416666666667,-59.8715,2014,1,"Stratified random survey set",10,68.888,36,"COD(ATLANTIC)"
"TEL2016003",67,"2016-03-23 22:51:00",67,68,NA,NA,43.5351666666667,-66.5718333333333,2016,1,"Stratified random survey set",10,1.99,1,"COD(ATLANTIC)"
"NED2013022",225,"2013-07-30 08:52:00",169,171,18.1,5.94,46.4726666666667,-59.1373333333333,2013,1,"Stratified random survey set",10,0.002,1,"COD(ATLANTIC)"
"NED2014018",11,"2014-07-12 23:05:00",43,48,NA,NA,43.2956666666667,-64.7876666666667,2014,1,"Stratified random survey set",10,0.734,20,"COD(ATLANTIC)"
"NED2014018",70,"2014-07-26 03:53:00",157,160,16.4,9.35,42.3703333333333,-66.4816666666667,2014,1,"Stratified random survey set",10,8.05,2,"COD(ATLANTIC)"
"NED2010027",28,"2010-07-09 21:19:00",45,47,16.75,6.43,42.7056666666667,-65.9688333333333,2010,1,"Stratified random survey set",10,9.17,16,"COD(ATLANTIC)"
"NED2016016",65,"2016-07-12 14:06:00",27,30,12.3,11.2,45.1926666666667,-65.3405,2016,1,"Stratified random survey set",10,0.87,1,"COD(ATLANTIC)"
"NED2014102",14,"2014-03-11 14:26:00",83,84,NA,NA,43.2811666666667,-65.2185,2014,5,"Comparative fishing experiment",10,0.077,1,"COD(ATLANTIC)"
"NED2013002",49,"2013-03-11 08:14:00",44,46,6.42,6.51,41.7283333333333,-66.3073333333333,2013,1,"Stratified random survey set",10,4.77,2,"COD(ATLANTIC)"
"NED2015017",210,"2015-08-14 10:28:00",34,36,16.87,3.84,44.4385,-58.5496666666667,2015,1,"Stratified random survey set",10,0.166,1,"COD(ATLANTIC)"
"NED2013028",153,"2013-08-15 12:54:00",36,36,NA,NA,44.123,-59.5553333333333,2013,5,"Comparative fishing experiment",10,0.036,1,"COD(ATLANTIC)"
"NED2013022",60,"2013-07-09 03:11:00",96,99,11.12,7.89,44.1868333333333,-66.7458333333333,2013,1,"Stratified random survey set",10,1.812,1,"COD(ATLANTIC)"
"NED2011025",154,"2011-07-21 14:43:00",26,27,12.91,2.53,44.6816666666667,-60.6668333333333,2011,1,"Stratified random survey set",10,4.33,17,"COD(ATLANTIC)"
"NED2015017",31,"2015-07-03 02:38:00",52,54,12.06,4.57,42.996,-64.0155,2015,1,"Stratified random survey set",10,20.94,13,"COD(ATLANTIC)"
"NED2016016",112,"2016-07-22 09:01:00",86,92,15.5,3.8,45.319,-60.3498333333333,2016,1,"Stratified random survey set",10,2.25,6,"COD(ATLANTIC)"
"NED2014101",22,"2014-03-14 10:34:00",50,51,NA,NA,45.0696666666667,-65.9328333333333,2014,1,"Stratified random survey set",10,1.344,1,"COD(ATLANTIC)"
"NED2011002",116,"2011-03-16 01:35:00",38,41,NA,NA,42.7933333333333,-66.0041666666667,2011,8,"Exploratory fishing",10,0.866,1,"COD(ATLANTIC)"
"TEL2018023",55,"2018-07-22 03:08:00",83,84,15.1,8.1,43.8536666666667,-67.093,2018,1,"Stratified random survey set",10,13.28,4,"COD(ATLANTIC)"
"NED2017020",71,"2017-07-12 02:50:00",96,102,NA,NA,42.8521666666667,-67.5555,2017,8,"Exploratory fishing",10,7.86,5,"COD(ATLANTIC)"
"NED2010002",61,"2010-03-20 18:24:00",35,36,2.8,2.74,43.69,-60.0191666666667,2010,1,"Stratified random survey set",10,1.24,5,"COD(ATLANTIC)"
"NED2013002",105,"2013-03-17 12:25:00",36,37,6.29,6.29,42.0203333333333,-66.8228333333333,2013,5,"Comparative fishing experiment",10,4.61,4,"COD(ATLANTIC)"
"NED2017020",59,"2017-07-10 16:24:00",70,72,8.32,7.39,44.7356666666667,-66.219,2017,1,"Stratified random survey set",10,21.6,8,"COD(ATLANTIC)"
"NED2015002",54,"2015-03-25 10:02:00",118,121,2.9,8.8,42.242,-67.1535,2015,1,"Stratified random survey set",10,21.39,7,"COD(ATLANTIC)"
"NED2014018",71,"2014-07-26 07:17:00",121,121,15.11,10.43,42.5076666666667,-66.3101666666667,2014,1,"Stratified random survey set",10,0.958,1,"COD(ATLANTIC)"
"NED2010027",129,"2010-07-23 20:49:00",66,74,16.52,3.53,45.619,-58.7101666666667,2010,1,"Stratified random survey set",10,3.84,5,"COD(ATLANTIC)"
"NED2013028",2,"2013-07-31 12:28:00",98,100,NA,NA,47.039,-60.1548333333333,2013,5,"Comparative fishing experiment",10,1.46,2,"COD(ATLANTIC)"
"NED2010027",204,"2010-08-04 17:02:00",24,27,19.53,7.78,43.7225,-60.958,2010,1,"Stratified random survey set",10,4.11,19,"COD(ATLANTIC)"
"VEN2018002",9,"2018-03-22 17:49:00",39,42,NA,6.4,41.9755,-66.6365,2018,1,"Stratified random survey set",10,11.5,3,"COD(ATLANTIC)"
"NED2011025",54,"2011-07-11 09:51:00",43,51,10.33,9.06,44.6745,-65.9795,2011,1,"Stratified random survey set",10,0.002,1,"COD(ATLANTIC)"
"NED2015017",191,"2015-08-12 14:15:00",138,146,16.1,7.79,45.4433333333333,-58.0483333333333,2015,1,"Stratified random survey set",10,0.386,1,"COD(ATLANTIC)"
"NED2013022",226,"2013-07-30 11:11:00",70,76,18.44,2.7,46.378,-59.3071666666667,2013,1,"Stratified random survey set",10,12.44,29,"COD(ATLANTIC)"
"NED2012002",110,"2012-03-12 10:05:00",57,59,3.45,7.44,42.6028333333333,-65.1538333333333,2012,1,"Stratified random survey set",10,1.246,1,"COD(ATLANTIC)"
"NED2016016",113,"2016-07-22 12:05:00",73,78,16.1,4,45.1323333333333,-59.914,2016,1,"Stratified random survey set",10,0.597,1,"COD(ATLANTIC)"
"NED2013002",106,"2013-03-17 14:02:00",36,37,NA,NA,42.0201666666667,-66.8323333333333,2013,5,"Comparative fishing experiment",10,3.85,3,"COD(ATLANTIC)"
"NED2011002",117,"2011-03-16 04:30:00",58,59,NA,NA,42.7563333333333,-66.433,2011,8,"Exploratory fishing",10,1.16,1,"COD(ATLANTIC)"
"NED2011025",155,"2011-07-21 17:05:00",43,50,13.25,2.34,44.7976666666667,-60.6711666666667,2011,1,"Stratified random survey set",10,0.806,4,"COD(ATLANTIC)"
"NED2015017",32,"2015-07-03 04:31:00",57,59,12.19,6.58,42.9353333333333,-63.9135,2015,1,"Stratified random survey set",10,0.114,5,"COD(ATLANTIC)"
"NED2013028",97,"2013-08-11 17:05:00",49,49,NA,NA,42.5505,-65.7161666666667,2013,5,"Comparative fishing experiment",10,5.192,8,"COD(ATLANTIC)"
"NED2013022",61,"2013-07-09 05:27:00",36,39,NA,NA,44.1536666666667,-66.675,2013,1,"Stratified random survey set",10,0.002,1,"COD(ATLANTIC)"
"NED2010027",29,"2010-07-10 00:15:00",49,50,15.39,5.37,42.6491666666667,-65.5791666666667,2010,1,"Stratified random survey set",10,1.742,16,"COD(ATLANTIC)"
"NED2011025",174,"2011-07-28 06:06:00",83,84,14.78,9.44,44.5563333333333,-61.8848333333333,2011,1,"Stratified random survey set",10,2.14,5,"COD(ATLANTIC)"
"NED2014018",72,"2014-07-26 14:08:00",54,54,16.3,11.89,42.4163333333333,-65.7576666666667,2014,1,"Stratified random survey set",10,2.894,1,"COD(ATLANTIC)"
"NED2010027",184,"2010-07-31 02:25:00",44,47,19.39,3.17,44.216,-60.7148333333333,2010,1,"Stratified random survey set",10,1.72,4,"COD(ATLANTIC)"
"NED2017020",23,"2017-07-06 15:18:00",57,59,9.14,6.16,43.0841666666667,-64.7235,2017,1,"Stratified random survey set",10,2.13,3,"COD(ATLANTIC)"
"NED2013002",52,"2013-03-11 12:58:00",42,43,NA,NA,41.8118333333333,-66.4785,2013,1,"Stratified random survey set",10,16.33,8,"COD(ATLANTIC)"
"NED2015017",81,"2015-07-11 07:08:00",46,48,9.07,8.45,45.0926666666667,-65.6955,2015,1,"Stratified random survey set",10,0.042,36,"COD(ATLANTIC)"
"VEN2018002",10,"2018-03-22 20:07:00",34,39,NA,NA,42.0045,-66.8401666666667,2018,1,"Stratified random survey set",10,45.63,19,"COD(ATLANTIC)"
"NED2017020",101,"2017-07-14 23:26:00",88,89,NA,NA,42.6291666666667,-66.579,2017,1,"Stratified random survey set",10,3.33,2,"COD(ATLANTIC)"
"NED2015017",141,"2015-08-06 09:16:00",22,24,18.44,7.49,44.054,-60.2463333333333,2015,1,"Stratified random survey set",10,0.004,1,"COD(ATLANTIC)"
"NED2013028",98,"2013-08-11 19:07:00",49,49,NA,NA,42.5463333333333,-65.7168333333333,2013,5,"Comparative fishing experiment",10,11.7,7,"COD(ATLANTIC)"
"TEL2018023",56,"2018-07-22 05:00:00",70,79,13,8.2,43.9216666666667,-67.1263333333333,2018,1,"Stratified random survey set",10,2.59,2,"COD(ATLANTIC)"
"NED2010027",71,"2010-07-15 16:01:00",128,134,16.78,9.18,42.5935,-67.4735,2010,1,"Stratified random survey set",10,0.698,1,"COD(ATLANTIC)"
"NED2011002",118,"2011-03-16 06:46:00",89,100,NA,NA,42.5731666666667,-66.2406666666667,2011,8,"Exploratory fishing",10,11.96,6,"COD(ATLANTIC)"
"NED2012022",72,"2012-07-13 09:15:00",62,64,13.76,9.17,44.5868333333333,-66.187,2012,1,"Stratified random survey set",10,1.053,1,"COD(ATLANTIC)"
"NED2013028",155,"2013-08-15 15:14:00",111,116,NA,NA,44.1893333333333,-59.552,2013,5,"Comparative fishing experiment",10,0.545,1,"COD(ATLANTIC)"
"NED2014018",193,"2014-08-11 17:39:00",77,78,21.48,3.92,45.3501666666667,-58.7196666666667,2014,1,"Stratified random survey set",10,0.53,1,"COD(ATLANTIC)"
"NED2011025",55,"2011-07-11 12:16:00",44,49,10.79,9.54,44.7958333333333,-65.8121666666667,2011,1,"Stratified random survey set",10,0.246,1,"COD(ATLANTIC)"
"NED2013002",53,"2013-03-11 15:02:00",37,40,6.26,6.1,41.8826666666667,-66.719,2013,1,"Stratified random survey set",10,1.7,2,"COD(ATLANTIC)"
"NED2014002",24,"2014-02-23 13:28:00",69,73,NA,NA,42.1493333333333,-67.287,2014,1,"Stratified random survey set",10,2.35,1,"COD(ATLANTIC)"
"NED2013022",62,"2013-07-09 08:16:00",95,96,11.44,8.04,44.4593333333333,-66.3843333333333,2013,1,"Stratified random survey set",10,23.24,13,"COD(ATLANTIC)"
"NED2011025",156,"2011-07-21 19:35:00",32,34,12.92,2.91,44.6618333333333,-60.8175,2011,1,"Stratified random survey set",10,6.28,15,"COD(ATLANTIC)"
"NED2014102",17,"2014-03-12 05:20:00",35,38,NA,NA,42.6803333333333,-66.0983333333333,2014,5,"Comparative fishing experiment",10,4.53,4,"COD(ATLANTIC)"
"TEL2016002",52,"2016-03-03 21:34:00",40,43,NA,NA,41.9948333333333,-66.618,2016,1,"Stratified random survey set",10,42.06,16,"COD(ATLANTIC)"
"NED2014018",14,"2014-07-13 06:29:00",48,49,NA,NA,42.94,-64.6618333333333,2014,1,"Stratified random survey set",10,3.12,2,"COD(ATLANTIC)"
"NED2017020",24,"2017-07-06 17:19:00",47,48,15.54,3.9,42.9668333333333,-64.7055,2017,1,"Stratified random survey set",10,3.7,1,"COD(ATLANTIC)"
"NED2013022",181,"2013-07-25 10:00:00",187,194,17.88,2.38,44.751,-60.9341666666667,2013,1,"Stratified random survey set",10,0.998,2,"COD(ATLANTIC)"
